Time,CpuUsedRatio
2026-01-10 19:50:00,7857
2026-01-10 19:55:00,1785
2026-01-10 20:00:00,10166
2026-01-10 20:05:00,7606
2026-01-10 20:10:00,1780
2026-01-10 20:15:00,1631
2026-01-10 20:20:00,1625
2026-01-10 20:25:00,3135
2026-01-10 20:30:00,1663
2026-01-10 20:35:00,1614
2026-01-10 20:40:00,1638
2026-01-10 20:45:00,1607
2026-01-10 20:50:00,1572
2026-01-10 20:55:00,1574
2026-01-10 21:00:00,1662
2026-01-10 21:05:00,1654
2026-01-10 21:10:00,1666
2026-01-10 21:15:00,1655
2026-01-10 21:20:00,1619
2026-01-10 21:25:00,2443
2026-01-10 21:30:00,1703
2026-01-10 21:35:00,2019
2026-01-10 21:40:00,2122
2026-01-10 21:45:00,2046
2026-01-10 21:50:00,2100
2026-01-10 21:55:00,2026
2026-01-10 22:00:00,2046
2026-01-10 22:05:00,7668
2026-01-10 22:10:00,4304
2026-01-10 22:15:00,1641
2026-01-10 22:20:00,1547
2026-01-10 22:25:00,1557
2026-01-10 22:30:00,7453
2026-01-10 22:35:00,2048
2026-01-10 22:40:00,2086
2026-01-10 22:45:00,8780
2026-01-10 22:50:00,1666
2026-01-10 22:55:00,21108
2026-01-10 23:00:00,3612
2026-01-10 23:05:00,2062
2026-01-10 23:10:00,1879
2026-01-10 23:15:00,10877
2026-01-10 23:20:00,1664
2026-01-10 23:25:00,15738
2026-01-10 23:30:00,4891
2026-01-10 23:35:00,10565
2026-01-10 23:40:00,1444
2026-01-10 23:45:00,1448
2026-01-10 23:50:00,1372
2026-01-10 23:55:00,1453
2026-01-11 00:00:00,1493
2026-01-11 00:05:00,16066
2026-01-11 00:10:00,11795
2026-01-11 00:15:00,2039
2026-01-11 00:20:00,6377
2026-01-11 00:25:00,1432
2026-01-11 00:30:00,1473
2026-01-11 00:35:00,22973
2026-01-11 00:40:00,6876
2026-01-11 00:45:00,4171
2026-01-11 00:50:00,7094
2026-01-11 00:55:00,2356
2026-01-11 01:00:00,20994
2026-01-11 01:05:00,1397
2026-01-11 01:10:00,7416
2026-01-11 01:15:00,2558
2026-01-11 01:20:00,1392
2026-01-11 01:25:00,17895
2026-01-11 01:30:00,31315
2026-01-11 01:35:00,19169
2026-01-11 01:40:00,41800
2026-01-11 01:45:00,25261
2026-01-11 01:50:00,1618
2026-01-11 01:55:00,26990
2026-01-11 02:00:00,15101
2026-01-11 02:05:00,13471
2026-01-11 02:10:00,1897
2026-01-11 02:15:00,14565
2026-01-11 02:20:00,9313
2026-01-11 02:25:00,30492
2026-01-11 02:30:00,33533
2026-01-11 02:35:00,59841
2026-01-11 02:40:00,61602
2026-01-11 02:45:00,58416
2026-01-11 02:50:00,39089
2026-01-11 02:55:00,14093
2026-01-11 03:00:00,10533
2026-01-11 03:05:00,8302
2026-01-11 03:10:00,5573
2026-01-11 03:15:00,9943
2026-01-11 03:20:00,9530
2026-01-11 03:25:00,6685
2026-01-11 03:30:00,6360
2026-01-11 03:35:00,8284
2026-01-11 03:40:00,7372
2026-01-11 03:45:00,10214
2026-01-11 03:50:00,5953
2026-01-11 03:55:00,5254
2026-01-11 04:00:00,20267
2026-01-11 04:05:00,18889
2026-01-11 04:10:00,6380
2026-01-11 04:15:00,11166
2026-01-11 04:20:00,7184
2026-01-11 04:25:00,16956
2026-01-11 04:30:00,6428
2026-01-11 04:35:00,19416
2026-01-11 04:40:00,6545
2026-01-11 04:45:00,10052
2026-01-11 04:50:00,18550
2026-01-11 04:55:00,18940
2026-01-11 05:00:00,7528
2026-01-11 05:05:00,8771
2026-01-11 05:10:00,16325
2026-01-11 05:15:00,28768
2026-01-11 05:20:00,5025
2026-01-11 05:25:00,20380
2026-01-11 05:30:00,22229
2026-01-11 05:35:00,7659
2026-01-11 05:40:00,8331
2026-01-11 05:45:00,18967
2026-01-11 05:50:00,10323
2026-01-11 05:55:00,8786
2026-01-11 06:00:00,9634
2026-01-11 06:05:00,11586
2026-01-11 06:10:00,8108
2026-01-11 06:15:00,23177
2026-01-11 06:20:00,26958
2026-01-11 06:25:00,21197
2026-01-11 06:30:00,22212
2026-01-11 06:35:00,42844
2026-01-11 06:40:00,17949
2026-01-11 06:45:00,18395
2026-01-11 06:50:00,18226
2026-01-11 06:55:00,50376
2026-01-11 07:00:00,7212
2026-01-11 07:05:00,10016
2026-01-11 07:10:00,6352
2026-01-11 07:15:00,6642
2026-01-11 07:20:00,9890
2026-01-11 07:25:00,1825
2026-01-11 07:30:00,17346
2026-01-11 07:35:00,10762
2026-01-11 07:40:00,11224
2026-01-11 07:45:00,6738
2026-01-11 07:50:00,23844
2026-01-11 07:55:00,7021
2026-01-11 08:00:00,2569
2026-01-11 08:05:00,2734
2026-01-11 08:10:00,1693
2026-01-11 08:15:00,7710
2026-01-11 08:20:00,1700
2026-01-11 08:25:00,6498
2026-01-11 08:30:00,12481
2026-01-11 08:35:00,1824
2026-01-11 08:40:00,1784
2026-01-11 08:45:00,6328
2026-01-11 08:50:00,2253
2026-01-11 08:55:00,6065
2026-01-11 09:00:00,4184
2026-01-11 09:05:00,4741
2026-01-11 09:10:00,1855
2026-01-11 09:15:00,30042
2026-01-11 09:20:00,21226
2026-01-11 09:25:00,10411
2026-01-11 09:30:00,1795
2026-01-11 09:35:00,13154
2026-01-11 09:40:00,29129
2026-01-11 09:45:00,22114
2026-01-11 09:50:00,9532
2026-01-11 09:55:00,15528
2026-01-11 10:00:00,1870
2026-01-11 10:05:00,1697
2026-01-11 10:10:00,15951
2026-01-11 10:15:00,5329
2026-01-11 10:20:00,8592
2026-01-11 10:25:00,15263
2026-01-11 10:30:00,26907
2026-01-11 10:35:00,4497
2026-01-11 10:40:00,18662
2026-01-11 10:45:00,16398
2026-01-11 10:50:00,29205
2026-01-11 10:55:00,7603
2026-01-11 11:00:00,14906
2026-01-11 11:05:00,2014
2026-01-11 11:10:00,25367
2026-01-11 11:15:00,10773
2026-01-11 11:20:00,34891
2026-01-11 11:25:00,14326
2026-01-11 11:30:00,11810
2026-01-11 11:35:00,25776
2026-01-11 11:40:00,23779
2026-01-11 11:45:00,13725
2026-01-11 11:50:00,14487
2026-01-11 11:55:00,12972
2026-01-11 12:00:00,1968
2026-01-11 12:05:00,14281
2026-01-11 12:10:00,10883
2026-01-11 12:15:00,5252
2026-01-11 12:20:00,15107
2026-01-11 12:25:00,22251
2026-01-11 12:30:00,8501
2026-01-11 12:35:00,1822
2026-01-11 12:40:00,14712
2026-01-11 12:45:00,3888
2026-01-11 12:50:00,9318
2026-01-11 12:55:00,12630
2026-01-11 13:00:00,7380
2026-01-11 13:05:00,5642
2026-01-11 13:10:00,5565
2026-01-11 13:15:00,1752
2026-01-11 13:20:00,18190
2026-01-11 13:25:00,18822
2026-01-11 13:30:00,10784
2026-01-11 13:35:00,20600
2026-01-11 13:40:00,1722
2026-01-11 13:45:00,22728
2026-01-11 13:50:00,14899
2026-01-11 13:55:00,29947
2026-01-11 14:00:00,9380
2026-01-11 14:05:00,4231
2026-01-11 14:10:00,13103
2026-01-11 14:15:00,18484
2026-01-11 14:20:00,16838
2026-01-11 14:25:00,5824
2026-01-11 14:30:00,1851
2026-01-11 14:35:00,6809
2026-01-11 14:40:00,21207
2026-01-11 14:45:00,6530
2026-01-11 14:50:00,16740
2026-01-11 14:55:00,26695
2026-01-11 15:00:00,11502
2026-01-11 15:05:00,31094
2026-01-11 15:10:00,31101
2026-01-11 15:15:00,15335
2026-01-11 15:20:00,7803
2026-01-11 15:25:00,1746
2026-01-11 15:30:00,14760
2026-01-11 15:35:00,6023
2026-01-11 15:40:00,27553
2026-01-11 15:45:00,8678
2026-01-11 15:50:00,2247
2026-01-11 15:55:00,23627
2026-01-11 16:00:00,1751
2026-01-11 16:05:00,2058
2026-01-11 16:10:00,14723
2026-01-11 16:15:00,21266
2026-01-11 16:20:00,1945
2026-01-11 16:25:00,5958
2026-01-11 16:30:00,13809
2026-01-11 16:35:00,23736
2026-01-11 16:40:00,18632
2026-01-11 16:45:00,1705
2026-01-11 16:50:00,10841
2026-01-11 16:55:00,3014
2026-01-11 17:00:00,10826
2026-01-11 17:05:00,6989
2026-01-11 17:10:00,39504
2026-01-11 17:15:00,9703
2026-01-11 17:20:00,29668
2026-01-11 17:25:00,2146
2026-01-11 17:30:00,14478
2026-01-11 17:35:00,37765
2026-01-11 17:40:00,22404
2026-01-11 17:45:00,10483
2026-01-11 17:50:00,6691
2026-01-11 17:55:00,8527
2026-01-11 18:00:00,24065
2026-01-11 18:05:00,1726
2026-01-11 18:10:00,15410
2026-01-11 18:15:00,18328
2026-01-11 18:20:00,1602
2026-01-11 18:25:00,2087
2026-01-11 18:30:00,6270
2026-01-11 18:35:00,2214
2026-01-11 18:40:00,13556
2026-01-11 18:45:00,19418
2026-01-11 18:50:00,29855
2026-01-11 18:55:00,14040
2026-01-11 19:00:00,1733
2026-01-11 19:05:00,1841
2026-01-11 19:10:00,12486
2026-01-11 19:15:00,19833
2026-01-11 19:20:00,4377
2026-01-11 19:25:00,2326
2026-01-11 19:30:00,9259
2026-01-11 19:35:00,16330
2026-01-11 19:40:00,5053
2026-01-11 19:45:00,9193
2026-01-11 19:50:00,7215
2026-01-11 19:55:00,2298
2026-01-11 20:00:00,15371
2026-01-11 20:05:00,9604
2026-01-11 20:10:00,26983
2026-01-11 20:15:00,4142
2026-01-11 20:20:00,4036
2026-01-11 20:25:00,18702
2026-01-11 20:30:00,1807
2026-01-11 20:35:00,1655
2026-01-11 20:40:00,15018
2026-01-11 20:45:00,1826
2026-01-11 20:50:00,20410
2026-01-11 20:55:00,24969
2026-01-11 21:00:00,15051
2026-01-11 21:05:00,30648
2026-01-11 21:10:00,13594
2026-01-11 21:15:00,1784
2026-01-11 21:20:00,29462
2026-01-11 21:25:00,7877
2026-01-11 21:30:00,1633
2026-01-11 21:35:00,20993
2026-01-11 21:40:00,15362
2026-01-11 21:45:00,4157
2026-01-11 21:50:00,15613
2026-01-11 21:55:00,17302
2026-01-11 22:00:00,12646
2026-01-11 22:05:00,33702
2026-01-11 22:10:00,21051
2026-01-11 22:15:00,18341
2026-01-11 22:20:00,6934
2026-01-11 22:25:00,43471
2026-01-11 22:30:00,14478
2026-01-11 22:35:00,29890
2026-01-11 22:40:00,16817
2026-01-11 22:45:00,7075
2026-01-11 22:50:00,20747
2026-01-11 22:55:00,30895
2026-01-11 23:00:00,6512
2026-01-11 23:05:00,11061
2026-01-11 23:10:00,22596
2026-01-11 23:15:00,16813
2026-01-11 23:20:00,11889
2026-01-11 23:25:00,7259
2026-01-11 23:30:00,26944
2026-01-11 23:35:00,24211
2026-01-11 23:40:00,8616
2026-01-11 23:45:00,18342
2026-01-11 23:50:00,8739
2026-01-11 23:55:00,7595
2026-01-12 00:00:00,16493
2026-01-12 00:05:00,18666
2026-01-12 00:10:00,6207
2026-01-12 00:15:00,7200
2026-01-12 00:20:00,9176
2026-01-12 00:25:00,13885
2026-01-12 00:30:00,28951
2026-01-12 00:35:00,9020
2026-01-12 00:40:00,13061
2026-01-12 00:45:00,5210
2026-01-12 00:50:00,16997
2026-01-12 00:55:00,13116
2026-01-12 01:00:00,4610
2026-01-12 01:05:00,22949
2026-01-12 01:10:00,6098
2026-01-12 01:15:00,11136
2026-01-12 01:20:00,3112
2026-01-12 01:25:00,17998
2026-01-12 01:30:00,31160
2026-01-12 01:35:00,1341
2026-01-12 01:40:00,15035
2026-01-12 01:45:00,21938
2026-01-12 01:50:00,14985
2026-01-12 01:55:00,17105
2026-01-12 02:00:00,26845
2026-01-12 02:05:00,44180
2026-01-12 02:10:00,16572
2026-01-12 02:15:00,32171
2026-01-12 02:20:00,8294
2026-01-12 02:25:00,2783
2026-01-12 02:30:00,4352
2026-01-12 02:35:00,6659
2026-01-12 02:40:00,13132
2026-01-12 02:45:00,68117
2026-01-12 02:50:00,36612
2026-01-12 02:55:00,8824
2026-01-12 03:00:00,5662
2026-01-12 03:05:00,4711
2026-01-12 03:10:00,5238
2026-01-12 03:15:00,5321
2026-01-12 03:20:00,4983
2026-01-12 03:25:00,5534
2026-01-12 03:30:00,4868
2026-01-12 03:35:00,4662
2026-01-12 03:40:00,5202
2026-01-12 03:45:00,4531
2026-01-12 03:50:00,3704
2026-01-12 03:55:00,3952
2026-01-12 04:00:00,4646
2026-01-12 04:05:00,4359
2026-01-12 04:10:00,4321
2026-01-12 04:15:00,4498
2026-01-12 04:20:00,4246
2026-01-12 04:25:00,4716
2026-01-12 04:30:00,4436
2026-01-12 04:35:00,5152
2026-01-12 04:40:00,5059
2026-01-12 04:45:00,4489
2026-01-12 04:50:00,4906
2026-01-12 04:55:00,4788
2026-01-12 05:00:00,5320
2026-01-12 05:05:00,4780
2026-01-12 05:10:00,5486
2026-01-12 05:15:00,5957
2026-01-12 05:20:00,5873
2026-01-12 05:25:00,5836
2026-01-12 05:30:00,6414
2026-01-12 05:35:00,6520
2026-01-12 05:40:00,7008
2026-01-12 05:45:00,7022
2026-01-12 05:50:00,6851
2026-01-12 05:55:00,8426
2026-01-12 06:00:00,10493
2026-01-12 06:05:00,10565
2026-01-12 06:10:00,10288
2026-01-12 06:15:00,10277
2026-01-12 06:20:00,10108
2026-01-12 06:25:00,10972
2026-01-12 06:30:00,11702
2026-01-12 06:35:00,10887
2026-01-12 06:40:00,2657
2026-01-12 06:45:00,2160
2026-01-12 06:50:00,1796
2026-01-12 06:55:00,1786
2026-01-12 07:00:00,1785
2026-01-12 07:05:00,1793
2026-01-12 07:10:00,1738
2026-01-12 07:15:00,1832
2026-01-12 07:20:00,1823
2026-01-12 07:25:00,1771
2026-01-12 07:30:00,1791
2026-01-12 07:35:00,1891
2026-01-12 07:40:00,1846
2026-01-12 07:45:00,2331
2026-01-12 07:50:00,1794
2026-01-12 07:55:00,1819
2026-01-12 08:00:00,1861
2026-01-12 08:05:00,1846
2026-01-12 08:10:00,1880
2026-01-12 08:15:00,1934
2026-01-12 08:20:00,1855
2026-01-12 08:25:00,1864
2026-01-12 08:30:00,1911
2026-01-12 08:35:00,1886
2026-01-12 08:40:00,1913
2026-01-12 08:45:00,1860
2026-01-12 08:50:00,2061
2026-01-12 08:55:00,2083
2026-01-12 09:00:00,1871
2026-01-12 09:05:00,1967
2026-01-12 09:10:00,1868
2026-01-12 09:15:00,1781
2026-01-12 09:20:00,1817
2026-01-12 09:25:00,1789
2026-01-12 09:30:00,1859
2026-01-12 09:35:00,1842
2026-01-12 09:40:00,1877
2026-01-12 09:45:00,1886
2026-01-12 09:50:00,1915
2026-01-12 09:55:00,1804
2026-01-12 10:00:00,1924
2026-01-12 10:05:00,1881
2026-01-12 10:10:00,1852
2026-01-12 10:15:00,1923
2026-01-12 10:20:00,1840
2026-01-12 10:25:00,1878
2026-01-12 10:30:00,1892
2026-01-12 10:35:00,1900
2026-01-12 10:40:00,1870
2026-01-12 10:45:00,1926
2026-01-12 10:50:00,1862
2026-01-12 10:55:00,1855
2026-01-12 11:00:00,1900
2026-01-12 11:05:00,1882
2026-01-12 11:10:00,1901
2026-01-12 11:15:00,1951
2026-01-12 11:20:00,1962
2026-01-12 11:25:00,1972
2026-01-12 11:30:00,2043
2026-01-12 11:35:00,1981
2026-01-12 11:40:00,1888
2026-01-12 11:45:00,1892
2026-01-12 11:50:00,1948
2026-01-12 11:55:00,1966

